url	abstract
https://research-information.bris.ac.uk/en/publications/governing-through-prevent-regulation-and-contested-practice-in-st	In this article, we consider the implications of the ‘Prevent’ strand of the government’s counter-terrorism strategy for the UK state’s engagement with Muslims. We argue that the logics of Prevent have been highly problematic for state–Muslim engagement. Nevertheless, we suggest that the characterisation of state approaches to engaging Muslims as a form of discipline is incomplete without an analysis of: first, differences in practices, habits and perspectives across governance domains; second, variations in approach and implementation between levels of governance; and third, the agency of Muslims who engage with the state. Through this approach we show how attention to the situated practices of governance reveals the contested nature of governing through Prevent.
https://research-information.bris.ac.uk/en/publications/a-system-of-self-appointed-leaders-examining-modes-of-muslim-repr	In Britain since the turn of the century there has been a proliferation of Muslim civil society organisations and an increase in the number of points of contact between Muslim spokespersons and UK government representatives. Yet this rising participation of Muslims in UK governance has been a source of fierce controversies relating to the role of conservative male leaderships and the influence of radical Islamic groups. Drawing on interviews with 40 national elites who have engaged in UK Muslim-government relations in the past decade, this article charts the emergence of national-level Muslim representation and assesses the effect on democratic participation and accountability. Building on the work of Michael Saward, we argue that unelected civil society representatives can act as an important supplement to elected representatives. We show how four modes of Muslim representation have emerged in the last decade – delegation, authority, expertise and election – creating dynamic competition among representative claims.
https://research-information.bris.ac.uk/en/publications/montserrat-guibernau-belonging-solidarity-and-division-in-modern-	
https://research-information.bris.ac.uk/en/publications/balancing-tolerance-security-and-muslim-engagement-in-the-united-	"In this article, we consider how engagement with Muslims by the state has been
conducted under the UK government’s counter-radicalisation ‘Prevent’ agenda. New Labour’s ‘hearts and minds’ approach to Prevent emphasised, and innovated, engagement with Muslim ‘communities’. This approach was widely criticised, however, particularly in the way it merged Prevent with ‘Community Cohesion’. By contrast, the current Coalition government’s new Prevent strategy operates with a much thinner conception of engagement and stipulates that in future, Prevent and cohesion work will be kept separate. This new strategy signals less community engagement and a hardened line on the types of Muslim groups that can be engaged with. However, local actors driven by operational or normative concerns are pursuing somewhat different objectives, often outside of central funding streams. Such unintentional localism may sustain more participatory and inclusive modes of engagement with Muslims."
https://research-information.bris.ac.uk/en/publications/the-new-prevent-will-it-work-can-it-work	
https://research-information.bris.ac.uk/en/publications/contemporary-grammars-of-political-action-among-ethnic-minority-y-2	"Despite public and media attention to ethnic minority young people’s political engagement in recent times, often expressed in crisis narratives
about disengagement, disaffection or extremism, there has been little consideration of the range, or distinctive forms, of political action among
ethnic minority young people. The purpose of this article is to address this by presenting qualitative research on political activism among ethnic minority young people in Birmingham and Bradford. We find evidence for ‘new grammars of action’ and highly ‘glocal’ (as distinct from
transnational and diasporic) political orientations among the activists with whom we worked, as well as the significance of religious (as distinct from ethnic) identities in informing some activists’ political engagements. We conclude that, while there is evidence for changing political subjectivities, there is a need to take account of the interplay between old and new grammars of political action."
https://research-information.bris.ac.uk/en/publications/learning-from-political-sociology-structure-agency-and-inclusive-	"In this article, we consider the inclusion of children and young people in participatory governance processes. Whilst limitations are often evident in such processes, we argue that even participatory opportunities that are provided by the state and regarded as spaces into which citizens are invited can be ""conquered by civil society demands for inclusion"" (Cornwall and Coelho, 2006: 1). To this end, we suggest a practice-based and diachronic approach to studying the interactions between participatory structures and children and young people's agency. Being attentive to the agency of children and young people, and adopting a more diachronic approach to evaluating participatory initiatives, point to the possibility, we suggest, of seeing these relationships unfold in sometimes unexpected ways."
https://research-information.bris.ac.uk/en/publications/engaging-with-young-peoples-conceptions-of-the-political	"In many states, there are concerns about declining levels of political engagement and participation among young people. Our understanding of this decline, however, is limited because much of the research on youth politics is based on a narrow
conception of ‘the political’, little attempt is made to explore how people themselves define politics, non-participation is not adequately problematised, and there are insufficient youth-specific explanations for declining participation among young people. Drawing on fieldwork carried out in Britain, I argue there is a need to develop an approach and research methodology that engages with young people’s conceptions of the political."
https://research-information.bris.ac.uk/en/publications/political-literacy-cuts-both-ways	
https://research-information.bris.ac.uk/en/publications/tuning-out-or-left-out-participation-and-non-participation-among-	
https://research-information.bris.ac.uk/en/publications/pragmatic-ordering-informality-experimentation-and-the-maritime-s	The question of when and how international orders change remains a pertinent issue of international relations theory. This article examines the process of transformation emanating from the rise of the maritime security agenda as an exemplary case of international change. Investigating the evolution of maritime security and the diverse international responses to it, we develop the model of pragmatic ordering. The model of pragmatic ordering synthesises recent theoretical arguments for a focus on ordering advanced by advocates of practicetheory, pragmatist philosophy and related approaches. It also integrates evidence from recent global governance research. We propose a five stage model. According to the model, once a new problem emerges (problematisation), informality allows for experimenting with new practices and developing new knowledge (informalisation and experimentation). Once these experimental practices become codified, and survive contestation, they increasingly settle (codification) and are spread through learning and translation processes consolidation). We examine developments in the Western Indian Ocean region to illustrate each of these stages. The article draws attention to the substantialreorganisation of maritime space occurring over the past decade and offers an innovative approach for the study of orders and change.
https://research-information.bris.ac.uk/en/publications/blue-crime-conceptualising-transnational-organised-crime-at-sea	Transnational organised crime at sea is a growing international concern. However, and despite its importance, the concept remains uncertain and contested. This ambiguity has led to a tendency to focus on individual challenges such as piracy or illegal fishing, rather than convergencies and synergies between and across issues, and has stymied a concerted international policy response. Debate continues over the term itself, what illicit activities it incorporates and excludes, and how these can be meaningfully conceptualised in ways that that both recognise the diverse nature of the concept yet also provide a basis for an integrated response to the challenges it presents. In this paper, we address this lacuna by providing a systemic conceptualisation and analysis of transnational organised crime at sea. Our goal is to provide a firm basis for future enquiries on the different types of blue crime, to trace their distinct characteristics and identify how they intersect, and to consider what kinds of synergies can be built to respond to them. In so doing, we organise the nascent academic and policy discourse on blue criminology and maritime security to provide a new framework for navigating this complex issue for practitioners and analysts alike. 
https://research-information.bris.ac.uk/en/publications/the-possibilities-and-limits-of-impact-and-engagement-in-research	Military geographical research often requires direct engagement with military institutions.  Although the morality of such engagements is often debated, the details of engagement in practice have been less scrutinised.  Scrutiny is important, as military engagements can shape research-derived critiques and can influence the communication of research outcomes to both military and academic research communities.  Military engagement comprises the communication of data, theories and concepts about military activities and phenomena, with military personnel and institutions, in textual, representational and interpersonal modes.   The paper examines Geography’s history of research engagement to show the complexities and debates around this seemingly straightforward idea.  It then introduces a research project and wider research programme on the UK Armed Forces Reserves that provides the empirical context from which we draw our observations about military engagement.  We then consider two issues, language and institutional cultures, for their insights into the complexities of military engagement.  We conclude by considering the politics of engagement in contemporary critical military geographical research.  
https://research-information.bris.ac.uk/en/publications/constructing-the-capable-state-contested-discourses-and-practices	Capacity building has risen to prominence in the vocabulary of the international community as a way to promote security and development in fragile and post-conflict environments. Capacity building seeks to promote a bottom up approach drawing on and strengthening existing local capacities. This article argues that capacity building can be understood as part of a broader governmentality that seeks to determine from the outside what constitutes a 'capable' subject. However, the effects of these governance practices are not straightforward as they are constantly shaped by the way local actors on the ground engage with these. Drawing on both policy documents and interviews conducted in Bosnia, Kosovo and Somalia, the article examines European Union (EU) capacity building initiatives in these post-conflict environments. By examining the rationality and problematisations behind this discourse, the article unveils how such assumptions (in particular, regarding the lack of institutions, power and knowledge) result in interactions and contestation between the local and the international in practice, which lead to new outcomes that neither straightforwardly reflect the existing status quo nor represent a linear imposition of power by external capacity builders.
https://research-information.bris.ac.uk/en/publications/into-the-sea-capacity-building-innovations-and-the-maritime-secur	Maritime security capacity-building is a growing field of international activity. It is an area that requires further study, as a field in its own right, but also as an archetype to develop insights for capacity-building and security sector reform in other arenas. This article is one of the first to analyse this field of activity. Our empirical focus is on the Western Indian Ocean (WIO) region. Here, international actors have launched multiple capacity-building projects, initially in response to Somali piracy. We document the significance, extent and variety of capacity-building activities in this region and examine the ways in which capacity-building at sea has incorporated innovative characteristics that develop and expand the capacity-building agenda as traditionally understood. Our conclusion highlights the need to pay more attention to the maritime domain in international security and development studies and considers ways in which the maritime capacity-building experience may offer important lessons for other fields of international policy.
https://research-information.bris.ac.uk/en/publications/maritime-security-the-uncharted-politics-of-the-global-sea	In this introduction to a special section of the September 2019 issue of International Affairs, we revisit the main themes and arguments of our article 'Beyond seablindness: A new agenda for maritime security studies', published in this journal in November 2017. We reiterate our call for more scholarly attention to be paid to the maritime environment in international relations and security studies. We argue that the contemporary maritime security agenda should be understood as an interlinked set of challenges of growing global, regional and national significance, and comprising issues of national, environmental, economic and human security. We suggest that maritime security is characterized by four main characteristics, including its interconnected nature, its transnationality, its liminality-in the sense of implicating both land and sea-A nd its national and institutional cross-jurisdictionality. Each of the five articles in the special section explores aspects of the contemporary maritime security agenda, including themes of geopolitics, international law, interconnectivity, maritime security governance and the changing spatial order at sea.
https://research-information.bris.ac.uk/en/publications/militarization-stigma-and-resistance-negotiating-military-reservi	Set against the backdrop of the British Government’s Future Reserves 2020 (FR2020) programme, this article addresses military reservists’ experiences of how they are perceived by civilian colleagues in the workplace. Drawing on qualitative interviews with reservists, it analyses their understandings of civilian co-workers’ qualified and sometimes reluctant acceptance in light of FR2020’s implicit aim to use reservists to help realign civil–military relationships. While it appears that civilian work colleagues’ social distancing of reservists helps consolidate the wider public’s perceived lack of understanding of the British armed forces, a more critical view sees reservists’ largely unchallenged presence in the workplace as an exemplary, yet subtle instance of militarization. This is because reservists’ simultaneous (physical) inclusion and (social) distancing or stigmatization constitutes, and is constitutive of, their need to pass as civilian. In conclusion, we argue that a key implication of their passing as civilian is to neutralize debate of the legitimacy–or otherwise–of the armed forces as an institution tasked with violence on behalf of the state.
https://research-information.bris.ac.uk/en/publications/eu-local-capacity-building-ownership-complexity-and-agency	This article argues that, despite considerable efforts, EU capacity building activities have struggled to deliver on their objectives. While such programmes have sometimes been able to strengthen pockets of capacity in specific organisations, they have had less success in building capacity in the round and in a sustainable manner. Drawing on empirical evidence from EU capacity building programmes in the Horn of Africa and the Western Balkans, the article shows that, to a great extent, this failure has been a consequence of the difficulties EU capacity builders have had in engaging with complex local actors and political contexts. This in turn has led to a ‘legitimacy deficit’ for EU programmes, which have often had little involvement from local stakeholders and knowledge, and whose goals have often been at odds with local preferences and priorities. 
https://research-information.bris.ac.uk/en/publications/beyond-seablindness-a-new-agenda-for-maritime-security-studies	This paper examines the rise of maritime security in concept and practice. We argue that developments in the maritime arena have flown beneath the radar of much mainstream international relations and security studies scholarship, and that a new agenda for maritime security studies is required. In this article we outline the contours of such an agenda, with the intention of providing orientation and direction for future research. Our discussion is structured into three main sections, each of which outlines a core dimension of the maritime security problem space. We begin with a discussion of the issues and themes that comprise the maritime security agenda, including how it has been theorised in security studies to date. Our argument is that the marine environment needs to be understood as part of an interlinked security complex, which also incorporates strong connections between land and sea. Second, we examine the ways in which maritime security actors have responded to these challenges in practice, focusing on issues of maritime domain awareness, coordination of action, and operations in the field. Third, we turn to the mechanisms through which the new maritime security agenda is being disseminated to local actors through a process of devolved security governance. We focus particularly on efforts to distribute knowledge and skills to local actors through capacity building and security sector reform. In the conclusion, we outline the future challenges for maritime security studies that follow from these observations. 
https://research-information.bris.ac.uk/en/publications/editorial-and-mission-statement	
https://research-information.bris.ac.uk/en/publications/reserve-forces-and-the-transformation-of-british-military-organis	In recent years there has been a sharp growth in political and sociological interest in the British military. Set against the backdrop of the armed forces increasing presence in everyday life, alongside the organizations’ ongoing restructuring, the current paper focuses on the MoD’s problematic attempts to recruit 30,000 Reservists by 2020; what has become known as the Future Reserves 2020 programme (FR2020). We argue that these changes are driven in part by the need to cut costs in defence. However, we also suggest that that they are a reflection of the changing nature of modern military organisation, and the manner in which armed forces engage with the societies of which they are a part, and with the citizens that make up that society. We locate FR2020 programme in the context of a wider narrative about the changing nature of military organisation in contemporary western democracies, identifying structural, circumstantial and normative reasons for change. We also examine the specific challenges of implementing FR2020 in practice, including issues of recruitment and retention, integration and support, and relations with families and employers, drawing on the experience of comparator countries to do so. We conclude by considering the implications of these changes, both for the future of UK armed forces, and for the evolving nature of military-society relations in Britain. 
https://research-information.bris.ac.uk/en/publications/british-foreign-policy-and-the-national-interest	
https://research-information.bris.ac.uk/en/publications/complexity-strategy-and-the-national-interest	British strategy making has been subject to a sustained critique in recent years, from parliamentarians, retired members of the armed forces and scholars of strategic studies. This article examines this nature of this critique and the evolving character of strategic practice it Britain. It argues that the criticisms of British strategy making are often misplaced, for two main reasons. First, many of them posit their critique on a reductionist notion of unitary ‘national interest’ that fails to capture systemic patterns of complexity and contestation in the wider security environment and at home. Second, they underestimate or ignore the extent to which the UK strategic community is itself innovating in response to these themes, particularly since the 2010 Strategic Defence and Security Review. This is not to argue that considerable challenges do not remain for strategy making in Britain. Chief among these include how to translate strategic innovation in departments and elsewhere into a coherent national strategic agenda; how to do this while maintaining institutional coordination and a shared sense of strategic purpose across government (and beyond); how to sustain and consolidate institutional expertise and experience in a rapidly changing civil service and at a time of continuing public austerity; and how to articulate and legitimate security policy decisions amongst a general public that is both disengaged from elite strategic discourse and sceptical of the efficacy of military force. Even so, the article concludes by arguing that it is possible to see the outline of an emergent and distinctive theory of action in contemporary British strategic practice, characterised by principles of adaptivity, anticipation, self-organisation, and nascent cross-governmentalism.
https://research-information.bris.ac.uk/en/publications/british-civil-military-relations-and-the-problem-of-risk	
https://research-information.bris.ac.uk/en/publications/a-tough-shake-up-that-might-just-pay-off-in-2015	
https://research-information.bris.ac.uk/en/publications/the-defence-dilemma-in-britain	
https://research-information.bris.ac.uk/en/publications/illiberal-resilience-in-serbia	"Since 2000, overt resistance to democratization in Serbia has been rare. However, illiberal actors and networks have persisted within the formal framework of democracy itself; coopting formal institutions to their own particularist interests and adapting to the constraints and opportunities of electoral competition. Though rooted in domestic political culture, this process can only be understood as part of a dynamic interaction with international policy. The project of liberal democracy in Serbia has thus become transnational; both underpinned and undermined by the actions and policies of external actors. 

Serbia has become a country where political contention is vigorous, but illiberal forces have shown an ability to adapt to the new conditions."
https://research-information.bris.ac.uk/en/publications/adapting-to-democracy-reflections-on-transition-in-serbia-and-the	This article aims to reflect on how we might best conceptualise political, economic and social change in Serbia and much of the rest of the Western Balkans today. The dominant paradigm through which this process has been understood has been one of democratic transition, albeit a transition that is an inevitably difficult, hesitant and long term process. The argument here is that while these democratisation approaches do offer some important insights about what is happening in Serbia, they also need to be treated with some caution. In particular, there is a danger that by accepting ‘transition’ as the primary framework through which we explain and understand change, we risk making a serious of misjudgements about the factors that actually constrain, limit and motivate domestic actors in transforming societies themselves.
https://research-information.bris.ac.uk/en/publications/intelligence-agencies-and-democratisation-continuity-and-change-i	
https://research-information.bris.ac.uk/en/publications/what-iarei-armed-forces-for-the-changing-nature-of-military-roles	European armed forces are currently undergoing a profound series of shifts in relation to their core roles. These changes are increasingly challenging long-held assumptions about what armed forces are for and how they should be structured and organized. This article argues that these changes have not primarily occurred in response to an objective, functional reassessment of the nature of the threat, as is assumed in much of the civil-military relations literature. Instead, new military roles are emerging as a consequence of domestic and international socio-political influences that shape states' perceptions of what their armed forces should look like and the purposes they should serve.
https://research-information.bris.ac.uk/en/publications/civil-military-relations-in-croatia	
https://research-information.bris.ac.uk/en/publications/civil-military-relations-in-serbia-and-montenegro	
https://research-information.bris.ac.uk/en/publications/the-transformation-of-civil-military-relations-in-post-communist-	
https://research-information.bris.ac.uk/en/publications/a-turning-point-in-yugoslavias-civil-military-relations	
https://research-information.bris.ac.uk/en/publications/nato-and-its-new-members	NATO has had a major impact on defence reform in ten post-communist states that have either joined or been invited to join the Alliance. Through its own preconditionality and the motivating influence of membership, through technical advice and assistance and through propagating and spreading norms of behaviour, NATO has encouraged accession candidates to consolidate their arrangements for the democratic, civilian control of armed forces and helped to shape the direction of their military reform processes. More widely, these first two waves of eastward enlargement illustrate that political goals have increasingly outpaced NATO's traditional military priorities. Indeed, the military contribution that the new members can make to the Alliance will inevitably be limited, but the significance of enlargement as a motivation for and recognition of post-communist democratisation and structural change remains considerable.
https://research-information.bris.ac.uk/en/publications/political-conditionality-and-security-sector-reform-in-postcommun	
https://research-information.bris.ac.uk/en/publications/selective-photothermal-killing-of-cancer-cells-using-led-activate	The development of effective theranostic probes in cancer therapy is hampered due to issues with selectivity and off-target toxicity. We report the selective LED-photothermal ablation of cervical (HeLa) cancer cells over human dermal fibroblasts (HDF) using a new class of green-emissive fluorescent carbon dots (FCDs). The FCDs can be easily prepared in one-pot using cheap and commercial starting materials. Physico-chemical characterization revealed that a surface coating of 2,5-deoxyfructosazine on a robust amorphous core renders the nanomaterial’s unique properties. We show that intracellular uptake mostly involves passive mechanisms in combination with intracellular DNA interactions to target the nucleus and that cancer cell selective killing is likely due to an increase in intracellular temperature in combination with ATP depletion, which is not observed upon of exposure to either the core FCD or the surface component individually. The selectivity of these nanoprobes and the lack of apparent production of toxic metabolic byproducts, makes these new nanomaterials promising agents in cancer therapy.
https://research-information.bris.ac.uk/en/publications/shrna-mediated-ppar%CE%B1-knockdown-in-human-glioma-stem-cells-reduces	The overall survival for patients with primary glioblastoma is very poor. Glioblastoma contains a subpopulation of glioma stem cells (GSC) that are responsible for tumour initiation, treatment resistance and recurrence. PPARα is a transcription factor involved in the control of lipid, carbohydrate and amino acid metabolism. We have recently shown that PPARα gene and protein expression is increased in glioblastoma and has independent clinical prognostic significance in multivariate analyses. In this work, we report that PPARα is overexpressed in GSC compared to foetal neural stem cells. To investigate the role of PPARα in GSC, we knocked down its expression using lentiviral transduction with short hairpin RNA (shRNA). Transduced GSC were tagged with luciferase and stereotactically xenografted into the striatum of NOD-SCID mice. Bioluminescent and magnetic resonance imaging showed that knockdown (KD) of PPARα reduced the tumourigenicity of GSC in vivo. PPARα-expressing control GSC xenografts formed invasive histological phenocopies of human glioblastoma, whereas PPARα KD GSC xenografts failed to establish viable intracranial tumours. PPARα KD GSC showed significantly reduced proliferative capacity and clonogenic potential in vitro with an increase in cellular senescence. In addition, PPARα KD resulted in significant downregulation of the stem cell factors c-Myc, nestin and SOX2. This was accompanied by downregulation of the PPARα-target genes and key regulators of fatty acid oxygenation ACOX1 and CPT1A, with no compensatory increase in glycolytic flux. These data establish the aberrant overexpression of PPARα in GSC and demonstrate that this expression functions as an important regulator of tumourigenesis, linking self-renewal and the malignant phenotype in this aggressive cancer stem cell subpopulation. We conclude that targeting GSC PPARα expression may be a therapeutically beneficial strategy with translational potential as an adjuvant treatment.
https://research-information.bris.ac.uk/en/publications/divergent-roles-for-antigenic-drive-in-the-aetiology-of-primary-v	CD8+ T-cell expansions are the primary manifestation of T-cell large granular lymphocytic leukemia (T-LGLL), which is frequently accompanied by neutropenia and rheumatoid arthritis, and also occur as a secondary phenomenon in leukemia patients treated with dasatinib, notably in association with various drug-induced side-effects. However, the mechanisms that underlie the genesis and maintenance of expanded CD8+ T-cell receptor (TCR)-Vβ+ populations in these patient groups have yet to be fully defined. In this study, we performed a comprehensive phenotypic and clonotypic assessment of expanded (TCR-Vβ+) and residual (TCR-Vβ–) CD8+ T-cell populations in T-LGLL and dasatinib-treated chronic myelogenous leukemia (CML) patients. The dominant CD8+ TCR-Vβ+ expansions in T-LGLL patients were largely monoclonal and highly differentiated, whereas the dominant CD8+ TCR-Vβ+ expansions in dasatinib-treated CML patients were oligoclonal or polyclonal, and displayed a broad range of memory phenotypes. These contrasting features suggest divergent roles for antigenic drive in the immunopathogenesis of primary versus dasatinib-associated CD8+ TCR-Vβ+ expansions.
